0,7641720038
1,4148851786
2,6661727512
3,4505659702
4,6998185446
5,3982517018
6,5955220879
7,9628007885
8,1168284440
9,1430262177
10,7607992146
11,5539414203
12,3417467548
13,7188302527
14,9536220154
15,5912269659
16,7406107664
17,9838651768
18,9909913029
19,4947642549
20,3984567843
21,0081573777
22,2966991253
23,3978705313
24,3588696050
25,4609852814
26,1357550776
27,1859234950
28,9959184053
29,5857435553
30,8857111767
31,1835362937
32,5653649675
33,6197762955
34,4013852744
35,5294799074
36,8149423229
37,7283893504
38,7052638589
39,5580319457
40,7232081275
41,6720791559
42,0844743440
43,7533057853
44,1445222534
45,3396193278
46,4657562763
47,5631285804
48,6883254946
49,9311144515
50,6881303203
51,5447469998
52,6036779972
53,7507617536
54,1545314527
55,0430439976
56,1998142664
57,4222651567
58,4397685565
59,5594583647
60,3109335387
61,6733605881
62,1086816689
63,5065687491
64,5476638119
65,0437376325
66,5847731386
67,2405533350
68,8880832391
69,9374063245
70,9994580980
71,6538708664
72,4043080216
73,2151489922
74,4182916271
75,6510899664
76,5404957860
77,5458540552
78,9099637921
79,4279821913
80,1731231800
81,5246913543
82,7998386240
83,1533543204
84,8575970889
85,0969221371
86,4313473920
87,1298473406
88,1209901771
89,5922636013
90,4872229872
91,5100871642
92,4732592100
93,3099732387
94,8718266730
95,3664936738
96,4123239297
97,0773373768
98,1286295320
99,8327890442
100,6259454721
101,8193637467
102,2262381725
103,7694479042
104,1579882793
105,7798979973
106,5515215851
107,3839486920
108,1443117979
109,5617962857
110,4379612689
111,7078739461
112,5645901834
113,3958433429
114,9992699579
115,6355396049
116,5393914615
117,0995819999
118,1447253775
119,7961705326
120,5799309876
121,9837054231
122,8999688016
123,9919801329
124,7417977037
125,0678165799
126,0334566561
127,9938636159
128,5700142904
129,5753750929
130,7204697108
131,3314721359
132,9631031751
133,1178144479
134,1831941749
135,4027865149
136,6580616419
137,5567268150
138,4143210730
139,0955323241
140,7517349868
141,5600820397
142,1586355033
143,9233653026
144,4372765879
145,3667826978
146,5708199699
147,7408192088
148,3938360505
149,6550568909
150,5631507558
151,7432736678
152,2898001678
153,6596624582
154,0766865276
155,7248704647
156,1675538619
157,8465567758
158,3432791629
159,6133888499
160,4904484350
161,5836451116
162,9558545655
163,4015209429
164,7466624399
165,1347276970
166,6346431115
167,9117975912
168,0927143828
169,7657057726
170,5391064972
171,9388666811
172,8246827703
173,4101553663
174,7286441968
175,9953367921
176,0879241265
177,7336434289
178,5397734454
179,9480848753
180,5795138046
181,7831225837
182,1175560874
183,1776046266
184,4417874359
185,9148139643
186,5547774764
187,5553701566
188,5621116166
189,2303052882
190,3803555111
191,3811014929
192,7658908519
193,7227741782
194,0976864211
195,7293504573
196,5547628238
197,0721301723
198,6112078148
199,8334204357
200,3661300708
201,5384075532
202,7996138135
203,2994799854
204,0636358733
205,3279795331
206,3959474131
207,4221482901
208,7794091435
209,0319820185
210,9793081985
211,5854805919
212,0128417768
213,7451975557
214,4374792382
215,4751831874
216,8773151303
217,847750829
218,4173597867
219,1334249738
220,9438678370
221,8044237847
222,7116566108
223,5891539863
224,7611619154
225,2043480536
226,8878798678
227,8897000627
228,7286043392
229,5837702846
230,4374983255
231,2123558997
232,0327799912
233,6992347503
234,1564520013
235,0450406485
236,5135508234
237,1555364560
238,9999404287
239,1055566144
240,3191780837
241,9483889219
242,4535476135
243,7397180992
244,9595751345
245,8728485010
246,7500681698
247,5575113659
248,5150384211
249,5347239477
250,1477973464
251,3699786468
252,9516661826
253,0105918934
254,0361203629
255,0342616740
256,1195235541
257,3159102507
258,8597223334
259,4120143473
260,6653877102
261,3923990177
262,8814111663
263,3116624817
264,0601285059
265,6567713692
266,4749611110
267,2430795914
268,7872385288
269,2800873744
270,3137374212
271,0657958247
272,1536113309
273,3074528781
274,5647745353
275,8501152131
276,3689556254
277,8842182172
278,4475314713
279,5558032765
280,2582636400
281,4354179987
282,8451693965
283,6132754833
284,5282780392
285,0370734939
286,6099826044
287,9957985739
288,3138427488
289,1880176519
290,3575179853
291,1506722248
292,8228717004
293,9127067503
294,3038944460
295,3678833913
296,8548343577
297,4369008198
298,0821757754
299,9526398486
